4.081201;1.596205;0.199283;0.679005
4.079554;1.593532;0.212763;0.692471
4.079210;1.594427;0.217622;0.697142
4.078620;1.593678;0.222564;0.701794
4.077824;1.595125;0.231034;0.709675
4.077360;1.599431;0.237454;0.715521
4.077134;1.600379;0.240102;0.717903
4.077281;1.602803;0.244649;0.721862
4.077730;1.602426;0.247403;0.724107
4.078554;1.603388;0.249300;0.725663
4.080241;1.604982;0.251706;0.727608
4.083523;1.607685;0.255407;0.730798
4.085857;1.609163;0.255076;0.730090
4.086900;1.608789;0.253391;0.728264
4.088795;1.605936;0.249362;0.724200
4.090243;1.605784;0.248423;0.723144
4.094258;1.606157;0.250342;0.724907
4.095803;1.606430;0.251416;0.725889
4.097308;1.606684;0.251925;0.726343
4.100410;1.605280;0.250811;0.725233
4.102339;1.602383;0.246988;0.721113
4.104520;1.598833;0.246911;0.720659
4.105701;1.597133;0.247663;0.721292
4.108135;1.596765;0.251040;0.724623
4.110283;1.597015;0.256063;0.729637
4.111089;1.596750;0.256750;0.730309
4.112653;1.598123;0.254992;0.728315
4.113885;1.597424;0.254333;0.727475
4.115506;1.597495;0.256270;0.729487
4.116856;1.596624;0.258561;0.731918
4.117508;1.594562;0.258119;0.731481
4.118110;1.592571;0.256533;0.729886
4.119818;1.588128;0.254564;0.728234
4.120392;1.587001;0.255914;0.729645
4.121029;1.585632;0.257293;0.731045
4.121754;1.584705;0.259955;0.733428
4.121541;1.584575;0.263363;0.736802
4.121338;1.585700;0.267720;0.741045
4.120637;1.588478;0.273455;0.746593
4.120185;1.590081;0.276234;0.749206
4.119383;1.595548;0.279968;0.752736
4.119129;1.597829;0.281700;0.754332
4.118953;1.600719;0.286745;0.759128
4.119047;1.599334;0.287488;0.759829
4.119583;1.594775;0.289506;0.761734
4.120079;1.592147;0.290001;0.762226
4.120487;1.590622;0.291003;0.763162
4.120984;1.586902;0.292697;0.764726
4.121148;1.584488;0.294300;0.766099
4.121462;1.583451;0.295875;0.767482
4.121185;1.581665;0.297092;0.768559
