2.745219;0.637139;0.181968;0.933746;-0.023616;-0.009786;0.357022
2.748084;0.637061;0.182126;0.936200;-0.019854;-0.005961;0.350857
2.748853;0.636947;0.182846;0.937017;-0.019681;-0.006335;0.348672
2.749892;0.636937;0.183528;0.937813;-0.020686;-0.006499;0.346464
2.751691;0.636650;0.184999;0.939150;-0.021736;-0.007943;0.342727
2.753119;0.636223;0.186371;0.940125;-0.021927;-0.010537;0.339959
2.753859;0.635987;0.187126;0.940519;-0.022232;-0.011235;0.338826
2.754817;0.635140;0.188258;0.941150;-0.023375;-0.013359;0.336916
2.755234;0.634290;0.188724;0.941479;-0.025680;-0.014654;0.335772
2.755449;0.633127;0.189301;0.941720;-0.026203;-0.015539;0.335016
2.755660;0.630896;0.189963;0.942031;-0.026224;-0.016476;0.334093
2.754771;0.627519;0.191173;0.942531;-0.026475;-0.018188;0.332571
2.753618;0.625491;0.191743;0.942358;-0.027942;-0.019991;0.332838
2.753041;0.624641;0.192192;0.942032;-0.028922;-0.020330;0.333656
2.751801;0.623181;0.191758;0.941340;-0.030449;-0.019625;0.335509
2.751152;0.621855;0.191700;0.941153;-0.030846;-0.019797;0.335988
2.749007;0.618446;0.191760;0.941434;-0.031186;-0.020306;0.335139
2.748351;0.617016;0.191979;0.941596;-0.031145;-0.020445;0.334677
2.747716;0.615616;0.192075;0.941676;-0.030895;-0.020437;0.334475
2.746428;0.612683;0.191570;0.941523;-0.030310;-0.019269;0.335030
2.745679;0.610817;0.191154;0.940795;-0.032570;-0.019031;0.336871
2.744884;0.608662;0.190551;0.940668;-0.035372;-0.018873;0.336951
2.744519;0.607451;0.190326;0.940767;-0.036146;-0.018429;0.336619
2.743774;0.604949;0.189851;0.941356;-0.035199;-0.017740;0.335104
2.743009;0.602844;0.189900;0.942223;-0.034117;-0.017286;0.332797
2.742736;0.602042;0.189903;0.942343;-0.033908;-0.017005;0.332493
2.742201;0.600509;0.190336;0.941993;-0.034120;-0.017884;0.333415
2.741791;0.599298;0.190768;0.941835;-0.034943;-0.017949;0.333771
2.741102;0.597795;0.190883;0.942202;-0.033886;-0.017315;0.332878
2.739999;0.596893;0.190031;0.942611;-0.033882;-0.016969;0.331736
2.739700;0.596290;0.189759;0.942537;-0.034522;-0.016192;0.331919
2.739423;0.595722;0.189205;0.942266;-0.035238;-0.015525;0.332643
2.737801;0.594714;0.187331;0.941991;-0.036220;-0.013744;0.333395
2.737448;0.594228;0.186581;0.942230;-0.036289;-0.013254;0.332732
2.737214;0.593592;0.186190;0.942466;-0.036423;-0.012612;0.332074
2.737684;0.592340;0.186176;0.942853;-0.036860;-0.012420;0.330932
2.738362;0.592102;0.186161;0.943434;-0.035990;-0.011830;0.329389
2.739214;0.591749;0.186761;0.944159;-0.034736;-0.011664;0.327446
2.740141;0.591988;0.187944;0.945076;-0.033751;-0.012618;0.324857
2.740869;0.592058;0.189014;0.945505;-0.033269;-0.013160;0.323637
2.741844;0.592404;0.190534;0.946090;-0.031366;-0.015018;0.322031
2.742325;0.592409;0.191530;0.946348;-0.030703;-0.015834;0.321296
2.743519;0.591809;0.192944;0.947139;-0.029016;-0.016318;0.319091
2.743801;0.591473;0.192700;0.947259;-0.029144;-0.015617;0.318759
2.744503;0.590249;0.191858;0.947583;-0.029609;-0.013333;0.317857
2.744626;0.589514;0.191246;0.947671;-0.029818;-0.011981;0.317628
2.744855;0.588810;0.190630;0.947825;-0.029890;-0.011215;0.317190
2.745389;0.587738;0.189272;0.948071;-0.030554;-0.009649;0.316440
2.746089;0.586985;0.188519;0.948274;-0.031495;-0.008984;0.315760
2.746565;0.586210;0.187753;0.948486;-0.031858;-0.008757;0.315093
2.747425;0.585901;0.187302;0.948653;-0.032125;-0.007944;0.314582
