479.801473;455.312512;440.560644;448.653446
469.184012;454.550227;450.549666;449.646087
457.198287;453.777282;463.166145;451.092857
451.840338;453.461193;468.632659;451.486237
452.978584;453.961405;467.216061;451.648814
470.801200;457.371624;443.802350;451.400523
452.728996;455.966738;462.327921;452.949480
451.743616;456.257941;463.103624;453.618150
452.243679;456.778619;462.497993;454.008562
452.497130;457.263736;462.099403;454.457806
471.390616;460.171480;437.494285;454.380034
455.156917;459.165785;454.728884;455.714282
450.737289;459.148762;459.180340;456.292801
449.243203;459.313656;460.759201;456.619158
450.631675;459.698810;459.436463;456.770841
474.216900;462.008280;430.491603;456.119526
456.767303;460.783237;449.406986;456.956221
460.920652;462.273313;441.378749;457.901990
444.554760;461.494830;459.360948;458.763916
438.444337;460.827938;465.993319;458.602849
438.971354;460.676347;466.723937;458.424447
443.666861;461.232580;461.780894;458.604587
446.607740;461.147828;460.342670;458.323635
448.017764;461.231869;460.658940;458.098192
451.445667;461.352886;458.729545;457.918463
457.302752;461.346800;450.955912;457.729065
455.439109;460.960731;453.819207;457.654221
452.280478;460.748029;457.785410;457.713755
452.240007;460.704095;458.475934;457.655961
454.622808;460.766935;456.380263;457.491361
466.546491;460.496604;441.165778;456.732679
453.473418;460.491465;455.462525;457.167726
448.643204;460.573773;460.736313;457.410982
449.040944;460.779244;460.592683;457.431286
449.280987;461.088281;460.671417;457.576724
460.183228;460.857814;447.512892;457.359526
451.823590;461.252800;456.333157;457.655571
450.044872;461.575172;458.484289;458.028125
446.716671;461.677461;462.222683;458.704030
449.347407;461.679056;460.390207;459.003449
450.717637;461.597177;459.348660;459.289078
454.804442;460.405551;454.225853;458.977013
450.160457;460.117329;460.034709;459.008725
451.641337;459.655560;459.941130;458.443011
453.675196;459.114502;459.946046;457.578654
462.851861;458.474951;450.530070;455.831496
454.825349;456.528653;461.571003;455.683044
456.909241;455.440471;462.649555;454.331288
458.568578;453.168650;465.008855;453.450814
458.524969;453.145381;469.653859;449.622870
463.691088;453.859857;465.990413;446.453002
462.784897;452.350323;470.392669;444.975406
461.777829;450.071850;474.970330;444.278184
463.408447;448.038038;476.513654;443.799920
468.471112;447.572195;472.536602;443.697509
479.932709;449.562342;458.423226;442.560486
468.364408;446.012095;472.718582;444.001945
468.274934;446.026841;472.603755;444.250010
467.997529;445.814420;473.653951;444.175120
467.994124;445.763404;474.188446;444.149630
476.696720;449.934074;460.240654;443.728806
468.490419;449.037416;468.139086;445.278270
463.370014;448.118734;473.748147;446.234805
460.120719;447.110152;477.953328;446.772500
462.795111;447.550586;475.705617;446.747600
482.015805;455.773270;447.895496;445.307860
466.926161;452.215518;464.350489;448.046750
463.852997;451.620057;467.380599;449.104323
462.485632;452.058878;468.048307;449.802474
461.756575;452.172559;468.861488;450.180627
461.480401;451.980069;469.780363;450.381018
465.342533;456.278326;458.322223;451.428470
459.930829;454.865232;464.690512;452.501820
458.382931;454.656289;466.596789;452.868710
457.888611;454.287859;468.108198;452.975804
458.167325;454.324562;468.083957;453.186225
458.620443;457.598850;460.023226;454.556849
457.454312;457.433047;461.372663;455.058918
455.084711;456.990424;464.462824;455.362378
455.146706;456.771324;465.237976;455.295069
456.549309;456.872956;464.526083;455.073349
456.892639;459.697343;457.814906;456.291003
454.023580;458.643185;461.744415;456.783190
452.268428;457.954724;464.617837;456.893910
454.649386;458.303301;462.765026;456.448313
455.997657;458.445770;461.885771;456.191761
454.123317;460.093361;458.570028;457.437100
453.882629;459.726100;459.545823;457.420116
452.029319;459.220083;462.371993;457.458937
452.835806;458.995325;462.665772;457.172412
454.242613;459.221482;461.444754;457.027987
451.426511;459.995206;460.132383;457.924078
452.787299;459.824067;459.526987;457.772695
452.377829;459.677501;460.872385;457.587261
453.879440;459.857975;459.906207;457.336597
457.723571;461.922753;451.117204;457.754937
451.259075;460.622736;459.447677;458.158711
449.266907;459.863603;462.761487;458.074013
451.338531;459.900613;461.497118;457.757174
453.741668;459.839706;460.423348;457.154231
463.544287;462.263124;444.778277;457.176196
453.603336;460.458287;456.759876;457.773960
451.523073;460.025633;460.074430;457.717571
449.852163;459.370791;463.547952;457.497257
453.669348;459.666990;460.295573;457.085692
465.290289;461.623199;444.395486;456.670650
455.899204;460.500852;455.386532;457.153533
452.952337;460.006361;459.032347;457.361942
450.440131;459.510115;462.780995;457.339035
452.299798;459.560219;461.563805;457.011023
459.702088;461.106645;450.072543;456.933178
451.152919;460.066562;460.429061;457.355320
450.546901;459.735426;462.082483;457.195972
450.937609;459.603668;462.596574;457.085769
464.579408;461.303482;445.359026;456.804956
455.651322;460.479223;455.445696;457.123908
452.325112;460.001078;459.699262;457.310864
450.356221;459.702548;462.789539;457.235599
452.126129;459.727333;461.880538;457.081409
470.721456;461.401127;439.073035;456.348665
452.837650;460.027468;458.534308;457.015672
450.463360;459.750990;461.988866;457.149028
450.727370;459.647360;462.585367;457.056487
453.155503;459.851454;460.918235;456.929383
463.644004;460.680194;446.769012;456.485924
454.355053;460.109955;457.272097;457.011518
451.713868;460.021211;460.755662;457.107288
450.044124;459.898266;463.509172;457.188002
454.904907;460.098530;459.172453;457.022866
457.117331;460.640082;454.114944;456.931114
451.767420;460.533645;460.308042;457.138653
450.767807;460.631009;461.621629;457.159849
451.260433;460.904252;461.384487;457.198317
469.065675;461.504257;440.760650;456.996812
454.271392;461.388778;455.577971;457.414115
452.076885;461.700522;457.651088;457.824069
449.254863;462.090680;460.075593;458.251723
449.580848;462.397918;459.566778;458.685484
451.899691;462.901709;456.473114;459.174204
462.136824;462.257603;442.993401;459.319423
446.055621;462.432291;458.027003;461.287012
445.609652;462.558558;458.133396;461.848793
446.476822;463.036123;457.992280;461.498030
466.438205;462.518546;436.918099;461.010524
455.116680;462.720295;448.967814;460.215576
448.731242;463.393415;456.302113;460.005905
446.899844;463.568120;459.192017;459.656393
448.350209;463.526791;458.994078;459.320155
451.876585;462.994872;456.805952;458.935007
457.074441;461.463551;450.627827;457.669615
453.682679;461.298516;455.286581;457.532103
451.192640;460.985093;459.100813;457.372563
450.284958;460.829212;461.023611;457.254957
462.234174;459.296325;448.565538;456.131208
452.742988;459.402906;459.242823;456.088099
450.508626;459.425854;462.388248;455.999997
449.620069;459.655722;464.300386;456.124199
453.496984;459.539153;461.137686;456.064190
453.737543;459.712321;461.790994;456.210348
459.116897;458.287777;454.630055;454.849861
455.221844;458.672240;459.147722;455.095056
450.540400;459.062932;464.297649;455.370093
453.610771;459.107153;461.406558;455.386208
454.700839;459.302969;460.525162;455.544581
455.530444;458.392949;457.872320;454.633515
453.651881;458.710705;459.853277;454.822091
449.091878;459.107418;464.577826;455.179504
448.588143;459.680742;465.499186;455.728719
453.287815;459.804554;460.898981;455.841996
462.012311;458.340200;449.463689;454.517681
451.089464;459.348932;461.321507;455.418030
445.560960;459.941404;467.090612;455.847893
451.896741;460.082089;461.029409;456.066885
460.858310;458.653476;449.547335;454.751100
449.997268;459.711472;461.484012;455.610761
451.208351;459.875601;460.499355;455.758673
450.867308;460.133053;461.167999;455.982339
451.419382;460.466751;461.183041;456.263588
451.800621;460.724749;461.054843;456.523351
457.225624;459.270349;453.198546;455.180342
450.044074;459.873780;460.971050;455.584660
450.992485;459.897856;460.213698;455.604218
450.589006;460.113773;461.107801;455.822753
465.561019;458.716793;443.366234;454.705393
466.818144;458.073236;441.483903;454.306824
445.081609;459.174299;464.240575;455.139252
436.243728;459.663249;472.533466;455.101744
437.936980;460.089198;471.602611;455.635729
463.692761;459.939443;446.832995;456.004480
449.049231;460.352068;461.665341;456.176339
447.850507;460.965546;463.919428;456.665656
454.280089;461.148035;458.462288;456.972126
456.410307;461.323946;456.903014;457.097647
456.043066;461.334962;457.177475;457.144589
463.023200;459.312167;447.102793;455.362722
454.142705;460.010583;456.857636;455.805902
451.236342;460.091330;459.763406;455.749295
450.101826;460.331530;461.279804;455.917442
452.256286;460.340106;459.189980;455.902898
456.794548;459.038825;452.731926;454.889375
451.079030;459.232953;458.696821;455.208716
444.485062;459.634757;465.331374;455.575825
449.560446;459.658306;460.734172;455.735115
453.913030;458.900587;455.553347;455.164438
449.468049;458.982004;460.592650;455.466873
452.045352;458.876578;458.761117;455.567902
