0.475743;-0.298965;0.615361;0.999204;0.004177;-0.005987;0.039215
0.474818;-0.299536;0.613075;0.999226;0.002653;-0.005293;0.038895
0.474042;-0.299926;0.611145;0.999259;0.000760;-0.005083;0.038144
0.472846;-0.299871;0.605173;0.999317;-0.001399;-0.007689;0.036124
0.473045;-0.300150;0.600724;0.999331;0.000333;-0.009411;0.035329
0.473494;-0.299977;0.590702;0.999404;0.003588;-0.009039;0.033135
0.477299;-0.297868;0.572175;0.999501;0.003808;-0.000439;0.031356
0.479070;-0.296569;0.565750;0.999445;0.004054;0.000924;0.033044
0.483707;-0.293523;0.551645;0.999349;0.001814;0.002470;0.035943
0.490654;-0.288688;0.528604;0.999268;0.001109;0.004808;0.037940
0.493004;-0.287189;0.520564;0.999216;0.004086;0.005098;0.039049
0.497070;-0.284182;0.504207;0.999064;0.012221;0.002624;0.041415
0.498534;-0.282501;0.496185;0.999007;0.015163;0.001468;0.041862
0.499907;-0.281047;0.488460;0.999028;0.015912;0.001372;0.041093
0.503192;-0.276462;0.467078;0.999070;0.012276;0.006708;0.040778
0.505662;-0.274389;0.455025;0.999041;0.012543;0.012516;0.040035
0.509620;-0.273253;0.444991;0.998862;0.018606;0.018149;0.039989
0.511698;-0.272715;0.441177;0.998816;0.020149;0.019838;0.039598
0.515877;-0.271240;0.435573;0.998587;0.021329;0.020274;0.044241
0.518869;-0.268905;0.432548;0.998421;0.018481;0.020085;0.049094
0.519894;-0.267437;0.431686;0.998410;0.015622;0.021412;0.049757
0.521697;-0.264294;0.430630;0.998340;0.011902;0.021292;0.052173
0.522516;-0.262882;0.430328;0.998294;0.012490;0.018786;0.053850
0.523873;-0.260568;0.429508;0.998082;0.014613;0.017180;0.057645
0.525003;-0.257051;0.427064;0.997618;0.015866;0.022401;0.063291
0.524859;-0.255452;0.426586;0.997310;0.017769;0.024150;0.066894
0.523969;-0.254634;0.426374;0.997206;0.019622;0.024432;0.067811
0.522715;-0.254158;0.426659;0.997211;0.020248;0.023822;0.067763
0.518067;-0.253693;0.428380;0.997498;0.021320;0.017411;0.065114
0.516307;-0.253682;0.428902;0.997575;0.022458;0.015519;0.064019
0.514866;-0.253783;0.429346;0.997609;0.024096;0.014525;0.063131
0.513274;-0.254001;0.429802;0.997579;0.025818;0.014932;0.062817
0.506531;-0.254857;0.433978;0.997650;0.023327;0.015045;0.062645
0.501934;-0.256010;0.436645;0.997945;0.022376;0.010856;0.059059
0.499800;-0.256453;0.437812;0.998147;0.022108;0.009627;0.055863
0.495701;-0.257906;0.439694;0.998476;0.022881;0.008442;0.049501
0.493747;-0.258082;0.440704;0.998606;0.022875;0.008457;0.046812
0.492476;-0.258222;0.441530;0.998709;0.022332;0.008820;0.044770
0.491411;-0.258197;0.442338;0.998785;0.021918;0.009095;0.043202
0.489439;-0.257636;0.443635;0.998680;0.021640;0.008783;0.045750
0.489834;-0.258031;0.442717;0.998485;0.021737;0.013649;0.048681
0.489883;-0.258472;0.441801;0.998384;0.021886;0.016002;0.049946
0.489387;-0.259833;0.439659;0.998186;0.021380;0.020589;0.052388
0.488940;-0.260726;0.438681;0.998115;0.022063;0.022263;0.052764
0.488015;-0.261850;0.437442;0.998081;0.022957;0.023850;0.052323
0.484657;-0.265228;0.434815;0.998307;0.024242;0.025911;0.046096
0.482143;-0.267356;0.434209;0.998487;0.024838;0.025940;0.041653
0.480659;-0.269272;0.433956;0.998600;0.023819;0.028382;0.037748
