2.467511;0.118928;0.158882;0.000063;0.129200;0.177923;2.820510;7.332658;0.799183;0.940277;-0.018873;0.031181;-0.338454;2.000000
2.467109;0.123262;0.174730;0.003039;0.048022;0.188250;2.934141;7.249023;0.801359;0.941935;-0.017698;0.034065;-0.333595;2.000000
2.469990;0.125850;0.173084;0.016530;-0.118151;0.196581;3.048875;7.166690;0.803509;0.943772;-0.017444;0.033690;-0.328412;2.000000
2.470775;0.126690;0.136916;0.024308;-0.210536;0.203888;3.197304;7.063155;0.806074;0.946374;-0.018707;0.027011;-0.321398;2.000000
2.464017;0.125328;0.109924;0.016859;-0.123126;0.208916;3.316055;6.982617;0.807918;0.948417;-0.019599;0.022153;-0.315643;2.000000
2.453481;0.122762;0.100312;0.006604;0.011344;0.213151;3.429047;6.907799;0.809498;0.950272;-0.019647;0.020725;-0.310108;2.000000
2.442881;0.119386;0.108183;-0.001955;0.127533;0.216903;3.542322;6.834518;0.810921;0.952049;-0.018871;0.022676;-0.304520;2.000000
2.434408;0.114223;0.126916;0.009459;0.018371;0.219986;3.691194;6.740764;0.812633;0.954323;-0.017467;0.026582;-0.297080;2.000000
2.430593;0.109622;0.124674;0.012923;-0.008755;0.220105;3.809689;6.668146;0.813871;0.956179;-0.017023;0.026408;-0.291092;2.000000
2.426822;0.104528;0.123048;0.010685;0.022209;0.218846;3.928740;6.596899;0.814953;0.957985;-0.016501;0.026500;-0.285115;2.000000
2.423787;0.099203;0.128046;0.007125;0.072490;0.216976;4.046235;6.528199;0.815860;0.959674;-0.015707;0.027839;-0.279292;2.000000
2.422804;0.093706;0.139727;0.003303;0.124128;0.214633;4.164312;6.460713;0.816640;0.961270;-0.014650;0.030419;-0.273533;2.000000
2.425487;0.088049;0.155391;0.009423;0.038239;0.211644;4.285230;6.393159;0.817341;0.962813;-0.013490;0.033574;-0.267735;2.000000
2.432598;0.080498;0.148838;0.016119;-0.046421;0.204878;4.447811;6.304692;0.818133;0.964945;-0.012979;0.032511;-0.260108;2.000000
2.436603;0.074709;0.145379;0.011751;0.024183;0.199335;4.570697;6.239522;0.818573;0.966446;-0.012517;0.032052;-0.254553;2.000000
2.440516;0.069247;0.154434;0.004781;0.123031;0.194044;4.687824;6.178694;0.818873;0.967719;-0.011618;0.034060;-0.249450;2.000000
2.447702;0.063774;0.168893;0.010589;0.023899;0.188471;4.810109;6.116469;0.819098;0.968939;-0.010539;0.036916;-0.244300;2.000000
2.457403;0.058481;0.160359;0.018375;-0.088005;0.180986;4.935553;6.053936;0.819217;0.970270;-0.010277;0.035414;-0.239200;2.000000
2.466618;0.051699;0.145962;0.015467;-0.026678;0.170805;5.101948;5.972893;0.819167;0.971919;-0.010017;0.032879;-0.232792;2.000000
2.471566;0.046973;0.146661;0.010810;0.062989;0.163488;5.224786;5.914373;0.818972;0.972967;-0.009411;0.033257;-0.228342;2.000000
2.477950;0.042368;0.154338;0.014493;0.009678;0.157169;5.352817;5.854501;0.818687;0.973954;-0.008608;0.034612;-0.223924;2.000000
2.485390;0.037966;0.146026;0.020109;-0.103408;0.149416;5.481632;5.795357;0.818372;0.974979;-0.008294;0.033072;-0.219666;2.000000
2.491114;0.032634;0.125923;0.018870;-0.057694;0.138570;5.649847;5.719668;0.817749;0.976251;-0.008151;0.029523;-0.214466;2.000000
2.492633;0.028947;0.121450;0.016441;0.020684;0.130603;5.777676;5.663242;0.817108;0.977070;-0.007664;0.028969;-0.210799;2.000000
2.494338;0.025567;0.129577;0.012793;0.111263;0.123060;5.908198;5.606542;0.816332;0.977771;-0.006746;0.030792;-0.207295;2.000000
2.498859;0.022585;0.140472;0.017003;-0.005622;0.116580;6.036923;5.551479;0.815498;0.978393;-0.005786;0.032882;-0.204040;2.000000
2.504684;0.019824;0.130191;0.021952;-0.093441;0.109157;6.168536;5.496009;0.814576;0.979105;-0.005499;0.031002;-0.200901;2.000000
2.508147;0.016560;0.110604;0.023527;-0.076372;0.099575;6.337772;5.425821;0.813236;0.979970;-0.005266;0.027419;-0.197180;2.000000
2.507719;0.014211;0.104297;0.022051;0.007146;0.092696;6.467904;5.372651;0.812102;0.980526;-0.004765;0.026331;-0.194556;2.000000
2.507014;0.011970;0.110201;0.021726;0.084298;0.086118;6.600546;5.319112;0.810871;0.980984;-0.003837;0.027574;-0.192082;2.000000
2.508485;0.009859;0.126000;0.020887;0.134799;0.079953;6.733438;5.266086;0.809588;0.981343;-0.002591;0.030639;-0.189789;2.000000
2.513778;0.007811;0.139061;0.023083;-0.018366;0.075102;6.864404;5.214379;0.808327;0.981677;-0.001474;0.032883;-0.187686;2.000000
2.521507;0.004888;0.119589;0.026278;-0.129156;0.067852;7.040562;5.145600;0.806641;0.982298;-0.001190;0.028883;-0.185079;2.000000
2.522838;0.002509;0.104124;0.027005;-0.070827;0.061962;7.174797;5.093708;0.805335;0.982721;-0.000960;0.025825;-0.183280;2.000000
2.521465;0.000057;0.098893;0.026505;-0.004186;0.056100;7.309125;5.042166;0.803997;0.983052;-0.000353;0.024757;-0.181647;2.000000
2.519703;-0.002368;0.102179;0.027376;0.053489;0.050533;7.438754;4.992740;0.802693;0.983300;0.000535;0.025292;-0.180225;2.000000
2.519195;-0.004965;0.106727;0.027240;-0.051055;0.045853;7.570776;4.942667;0.801391;0.983523;0.001439;0.025838;-0.178920;2.000000
2.517152;-0.008720;0.089677;0.027388;-0.097629;0.038962;7.745273;4.876804;0.799742;0.983886;0.001875;0.022200;-0.177404;2.000000
2.512054;-0.011763;0.081994;0.026595;-0.003369;0.033191;7.879509;4.826313;0.798505;0.984100;0.002397;0.020476;-0.176413;2.000000
2.506342;-0.014823;0.084623;0.020076;0.000778;0.029445;8.008775;4.777780;0.797391;0.984249;0.003060;0.020361;-0.175586;2.000000
2.500504;-0.018024;0.083652;0.009286;-0.020759;0.024506;8.140109;4.728517;0.796403;0.984389;0.003414;0.019887;-0.174848;2.000000
2.494236;-0.020766;0.082324;-0.006083;0.007676;0.018665;8.271130;4.679390;0.795431;0.984498;0.003440;0.019682;-0.174256;2.000000
2.486183;-0.022962;0.088628;-0.032514;0.069430;0.011957;8.446109;4.613810;0.794149;0.984574;0.002971;0.020973;-0.173679;2.000000
2.482128;-0.022959;0.102585;-0.052572;0.121663;0.008103;8.574152;4.565886;0.793253;0.984565;0.002306;0.023811;-0.173379;2.000000
2.481327;-0.021276;0.114722;-0.068175;-0.017301;0.006709;8.699817;4.518981;0.792456;0.984550;0.001018;0.026125;-0.173139;2.000000
2.481231;-0.017374;0.104575;-0.085425;-0.113078;0.006151;8.832546;4.469692;0.791705;0.984638;-0.001484;0.024270;-0.172906;2.000000
2.476053;-0.008283;0.085167;-0.115083;-0.076732;0.007903;9.007185;4.405473;0.790788;0.984760;-0.005813;0.020901;-0.172563;2.000000
2.468730;0.002280;0.082999;-0.146446;0.027414;0.012757;9.142085;4.356604;0.790136;0.984794;-0.009631;0.020921;-0.172194;2.000000
2.461867;0.015773;0.082390;-0.149734;-0.105872;0.020740;9.272235;4.310327;0.789604;0.984838;-0.013914;0.021067;-0.171632;2.000000
2.452994;0.032286;0.063986;-0.145116;-0.156091;0.030530;9.400001;4.265988;0.789153;0.984970;-0.018640;0.017786;-0.170795;2.000000
2.439158;0.052329;0.047826;-0.145643;-0.086521;0.044022;9.532215;4.221511;0.788722;0.985121;-0.023356;0.014940;-0.169611;2.000000
2.417311;0.082153;0.045410;-0.133747;0.022540;0.067277;9.705695;4.165776;0.788177;0.985348;-0.028708;0.014814;-0.167466;2.000000
2.401502;0.106356;0.056048;-0.114547;0.044882;0.088983;9.837217;4.125840;0.787793;0.985586;-0.031990;0.016895;-0.165261;2.000000
2.387590;0.130458;0.054810;-0.069555;-0.099712;0.110284;9.966307;4.088831;0.787503;0.985981;-0.034572;0.016251;-0.162427;2.000000
2.371591;0.154021;0.045056;-0.052623;-0.081519;0.134153;10.097566;4.053571;0.787261;0.986525;-0.036590;0.013817;-0.158865;2.000000
2.353809;0.175744;0.041608;-0.051542;-0.021633;0.159887;10.228564;4.020866;0.787037;0.987147;-0.038217;0.012752;-0.154654;2.000000
2.335942;0.195723;0.047120;-0.057212;0.037227;0.187978;10.361533;3.990303;0.786817;0.987849;-0.039680;0.013464;-0.149662;2.000000
2.316846;0.217736;0.064799;-0.067748;0.089312;0.225590;10.528513;3.955826;0.786590;0.988821;-0.041489;0.016489;-0.142264;2.000000
2.306378;0.232139;0.074133;-0.034794;-0.072120;0.252107;10.654211;3.932847;0.786510;0.989663;-0.042781;0.017624;-0.135747;2.000000
